"","iso2c","country","internet_users","year","iso3c","region","capital","longitude","latitude","income","lending"
"14510","XE","Heavily indebted poor countries (HIPC)",NA,1988,"HPC","Aggregates","","","","Aggregates","Aggregates"
"14511","XE","Heavily indebted poor countries (HIPC)",NA,1987,"HPC","Aggregates","","","","Aggregates","Aggregates"
"14512","XE","Heavily indebted poor countries (HIPC)",14.6433552967947,2015,"HPC","Aggregates","","","","Aggregates","Aggregates"
"14513","XE","Heavily indebted poor countries (HIPC)",10.4015257121335,2014,"HPC","Aggregates","","","","Aggregates","Aggregates"
"14514","XE","Heavily indebted poor countries (HIPC)",8.07053546257681,2013,"HPC","Aggregates","","","","Aggregates","Aggregates"
"14515","XE","Heavily indebted poor countries (HIPC)",18.7867066977818,2017,"HPC","Aggregates","","","","Aggregates","Aggregates"
"14516","XE","Heavily indebted poor countries (HIPC)",15.5976797039711,2016,"HPC","Aggregates","","","","Aggregates","Aggregates"
"14517","XE","Heavily indebted poor countries (HIPC)",NA,2019,"HPC","Aggregates","","","","Aggregates","Aggregates"
"14518","XE","Heavily indebted poor countries (HIPC)",NA,2018,"HPC","Aggregates","","","","Aggregates","Aggregates"
"14519","XF","IBRD only",NA,1980,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14520","XF","IBRD only",NA,1979,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14521","XF","IBRD only",0.492012384653473,1998,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14522","XF","IBRD only",NA,1968,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14523","XF","IBRD only",NA,1967,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14524","XF","IBRD only",0.0493085862862164,1995,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14525","XF","IBRD only",NA,1966,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14526","XF","IBRD only",0.217520987574957,1997,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14527","XF","IBRD only",0.109853976982041,1996,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14528","XF","IBRD only",NA,1963,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14529","XF","IBRD only",NA,1962,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14530","XF","IBRD only",NA,1965,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14531","XF","IBRD only",NA,1964,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14532","XF","IBRD only",1.86565430357247,2000,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14533","XF","IBRD only",0.965836293218229,1999,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14534","XF","IBRD only",NA,1984,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14535","XF","IBRD only",NA,1983,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14536","XF","IBRD only",NA,1982,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14537","XF","IBRD only",NA,1981,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14538","XF","IBRD only",NA,2020,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14539","XF","IBRD only",NA,2019,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14540","XF","IBRD only",NA,1978,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14541","XF","IBRD only",NA,1977,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14542","XF","IBRD only",NA,1976,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14543","XF","IBRD only",NA,1975,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14544","XF","IBRD only",NA,1974,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14545","XF","IBRD only",NA,1973,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14546","XF","IBRD only",NA,1972,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14547","XF","IBRD only",NA,1971,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14548","XF","IBRD only",NA,1970,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14549","XF","IBRD only",NA,1969,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14550","XF","IBRD only",20.2979917956728,2009,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14551","XF","IBRD only",16.9556175178822,2008,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14552","XF","IBRD only",13.7397079030688,2007,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14553","XF","IBRD only",10.5251583042119,2006,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14554","XF","IBRD only",8.68738198601675,2005,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14555","XF","IBRD only",7.3784399770189,2004,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14556","XF","IBRD only",5.76744154336008,2003,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14557","XF","IBRD only",NA,1961,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14558","XF","IBRD only",NA,1960,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14559","XF","IBRD only",NA,1987,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14560","XF","IBRD only",NA,1986,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14561","XF","IBRD only",NA,1985,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14562","XF","IBRD only",32.1014863943502,2012,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14563","XF","IBRD only",28.3164038838486,2011,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14564","XF","IBRD only",24.8266415923051,2010,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14565","XF","IBRD only",0.0179439083666744,1994,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14566","XF","IBRD only",0.00658272126268796,1993,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14567","XF","IBRD only",0.00225157736644419,1992,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14568","XF","IBRD only",0.000478196164581077,1991,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14569","XF","IBRD only",0,1990,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14570","XF","IBRD only",NA,1989,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14571","XF","IBRD only",NA,1988,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14572","XF","IBRD only",40.042101026117,2015,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14573","XF","IBRD only",38.8762033819958,2014,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14574","XF","IBRD only",35.1776359327243,2013,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14575","XF","IBRD only",49.2998631315632,2017,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14576","XF","IBRD only",43.9241492273361,2016,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14577","XF","IBRD only",2.68284443436644,2001,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14578","XF","IBRD only",NA,2018,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14579","XF","IBRD only",4.48688746939092,2002,"IBD","Aggregates","","","","Aggregates","Aggregates"
"14580","XG","IDA total",NA,1969,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14581","XG","IDA total",0.0762883757420801,1999,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14582","XG","IDA total",NA,1968,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14583","XG","IDA total",NA,1967,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14584","XG","IDA total",0.160796736141488,2000,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14585","XG","IDA total",NA,1966,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14586","XG","IDA total",0.0349875042837772,1998,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14587","XG","IDA total",0.0182283610085199,1997,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14588","XG","IDA total",0.00593476760021527,1996,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14589","XG","IDA total",NA,1962,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14590","XG","IDA total",NA,1965,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14591","XG","IDA total",NA,1964,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14592","XG","IDA total",0.381576601429008,2001,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14593","XG","IDA total",NA,1985,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14594","XG","IDA total",NA,1984,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14595","XG","IDA total",NA,1983,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14596","XG","IDA total",NA,1982,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14597","XG","IDA total",NA,1981,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14598","XG","IDA total",NA,1980,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14599","XG","IDA total",NA,1979,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14600","XG","IDA total",NA,1978,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14601","XG","IDA total",NA,1963,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14602","XG","IDA total",NA,1976,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14603","XG","IDA total",NA,1975,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14604","XG","IDA total",NA,1974,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14605","XG","IDA total",NA,1973,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14606","XG","IDA total",NA,1972,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14607","XG","IDA total",NA,1971,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14608","XG","IDA total",NA,1970,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14609","XG","IDA total",7.41661947140842,2011,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14610","XG","IDA total",6.41482118648987,2010,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14611","XG","IDA total",4.96966316877653,2009,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14612","XG","IDA total",4.19416449337086,2008,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14613","XG","IDA total",3.69496521839373,2007,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14614","XG","IDA total",2.8990388905902,2006,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14615","XG","IDA total",2.19159802813137,2005,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14616","XG","IDA total",1.68742254150039,2004,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14617","XG","IDA total",NA,1961,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14618","XG","IDA total",NA,1960,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14619","XG","IDA total",NA,1988,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14620","XG","IDA total",NA,1987,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14621","XG","IDA total",NA,1986,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14622","XG","IDA total",13.5601013170763,2014,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14623","XG","IDA total",10.6651387039537,2013,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14624","XG","IDA total",8.89288752876228,2012,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14625","XG","IDA total",0.000876332618603245,1995,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14626","XG","IDA total",0.000158516452281143,1994,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14627","XG","IDA total",5.59245797790095e-06,1993,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14628","XG","IDA total",0,1992,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14629","XG","IDA total",0,1991,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14630","XG","IDA total",0,1990,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14631","XG","IDA total",NA,1989,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14632","XG","IDA total",18.4805116329891,2017,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14633","XG","IDA total",18.2869241256122,2016,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14634","XG","IDA total",18.2669510333048,2015,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14635","XG","IDA total",NA,2019,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14636","XG","IDA total",NA,2018,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14637","XG","IDA total",NA,1977,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14638","XG","IDA total",NA,2020,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14639","XG","IDA total",0.708661063287773,2002,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14640","XG","IDA total",1.26807790618203,2003,"IDA","Aggregates","","","","Aggregates","Aggregates"
"14641","XH","IDA blend",NA,1978,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14642","XH","IDA blend",0.043301859502102,1998,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14643","XH","IDA blend",NA,1968,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14644","XH","IDA blend",NA,1967,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14645","XH","IDA blend",NA,1979,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14646","XH","IDA blend",NA,1966,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14647","XH","IDA blend",0.0254699389564949,1997,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14648","XH","IDA blend",0.00721188201220734,1996,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14649","XH","IDA blend",0.000827210410475584,1995,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14650","XH","IDA blend",NA,1962,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14651","XH","IDA blend",NA,1965,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14652","XH","IDA blend",NA,1964,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14653","XH","IDA blend",NA,1963,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14654","XH","IDA blend",0.0766987062120201,1999,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14655","XH","IDA blend",NA,1984,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14656","XH","IDA blend",NA,1983,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14657","XH","IDA blend",NA,1982,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14658","XH","IDA blend",NA,1981,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14659","XH","IDA blend",NA,1980,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14660","XH","IDA blend",NA,2020,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14661","XH","IDA blend",NA,2019,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14662","XH","IDA blend",NA,1977,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14663","XH","IDA blend",NA,1976,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14664","XH","IDA blend",NA,1975,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14665","XH","IDA blend",NA,1974,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14666","XH","IDA blend",NA,1973,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14667","XH","IDA blend",NA,1972,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14668","XH","IDA blend",NA,1971,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14669","XH","IDA blend",NA,1970,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14670","XH","IDA blend",NA,1969,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14671","XH","IDA blend",7.93291514109449,2009,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14672","XH","IDA blend",6.96312759151865,2008,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14673","XH","IDA blend",6.23309439133491,2007,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14674","XH","IDA blend",5.47743075484981,2006,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14675","XH","IDA blend",4.4444925455162,2005,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14676","XH","IDA blend",3.50801355555657,2004,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14677","XH","IDA blend",2.725475254261,2003,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14678","XH","IDA blend",NA,1961,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14679","XH","IDA blend",NA,1960,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14680","XH","IDA blend",NA,2000,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14681","XH","IDA blend",NA,1986,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14682","XH","IDA blend",NA,1985,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14683","XH","IDA blend",12.893472038074,2012,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14684","XH","IDA blend",10.9857375768544,2011,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14685","XH","IDA blend",9.35182416427191,2010,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14686","XH","IDA blend",8.28401997290526e-05,1994,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14687","XH","IDA blend",1.67174533374042e-05,1993,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14688","XH","IDA blend",0,1992,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14689","XH","IDA blend",0,1991,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14690","XH","IDA blend",0,1990,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14691","XH","IDA blend",NA,1989,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14692","XH","IDA blend",NA,1988,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14693","XH","IDA blend",NA,1987,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14694","XH","IDA blend",17.3119429349184,2014,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14695","XH","IDA blend",14.9969714542041,2013,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14696","XH","IDA blend",16.1413891242654,2017,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14697","XH","IDA blend",20.4051894341157,2016,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14698","XH","IDA blend",24.262619376958,2015,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14699","XH","IDA blend",NA,2018,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14700","XH","IDA blend",1.41631345341126,2002,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14701","XH","IDA blend",0.718762220214329,2001,"IDB","Aggregates","","","","Aggregates","Aggregates"
"14702","XI","IDA only",17.1759840714365,2016,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14703","XI","IDA only",15.232226639433,2015,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14704","XI","IDA only",0.212510357184461,2001,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14705","XI","IDA only",0.140886729887619,2000,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14706","XI","IDA only",11.6631815722401,2014,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14707","XI","IDA only",0.353010527199046,2002,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14708","XI","IDA only",19.9152039461965,2017,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14709","XI","IDA only",1.05392257166571,2005,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14710","XI","IDA only",0.0760763533998076,1999,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14711","XI","IDA only",NA,2018,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14712","XI","IDA only",NA,1989,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14713","XI","IDA only",NA,1988,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14714","XI","IDA only",0.771308665400128,2004,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14715","XI","IDA only",0.534046912208482,2003,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14716","XI","IDA only",NA,1985,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14717","XI","IDA only",NA,1984,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14718","XI","IDA only",NA,1987,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14719","XI","IDA only",NA,1986,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14720","XI","IDA only",NA,2020,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14721","XI","IDA only",NA,2019,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14722","XI","IDA only",NA,1981,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14723","XI","IDA only",NA,1980,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14724","XI","IDA only",NA,1979,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14725","XI","IDA only",NA,1978,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14726","XI","IDA only",NA,1977,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14727","XI","IDA only",NA,1976,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14728","XI","IDA only",8.47810846397285,2013,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14729","XI","IDA only",6.85464578433617,2012,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14730","XI","IDA only",5.60130096475995,2011,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14731","XI","IDA only",4.90311947202785,2010,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14732","XI","IDA only",3.40696313792616,2009,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14733","XI","IDA only",2.7357380534615,2008,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14734","XI","IDA only",2.42351204353825,2007,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14735","XI","IDA only",1.5149528678494,2006,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14736","XI","IDA only",NA,1967,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14737","XI","IDA only",NA,1966,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14738","XI","IDA only",NA,1965,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14739","XI","IDA only",NA,1964,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14740","XI","IDA only",NA,1963,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14741","XI","IDA only",NA,1962,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14742","XI","IDA only",NA,1961,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14743","XI","IDA only",0.0303250979918526,1998,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14744","XI","IDA only",0.0140398865925674,1997,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14745","XI","IDA only",NA,1996,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14746","XI","IDA only",0.00090099705074049,1995,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14747","XI","IDA only",0.000196527940489004,1994,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14748","XI","IDA only",0,1993,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14749","XI","IDA only",0,1992,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14750","XI","IDA only",0,1991,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14751","XI","IDA only",0,1990,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14752","XI","IDA only",NA,1974,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14753","XI","IDA only",NA,1973,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14754","XI","IDA only",NA,1972,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14755","XI","IDA only",NA,1975,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14756","XI","IDA only",NA,1983,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14757","XI","IDA only",NA,1982,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14758","XI","IDA only",NA,1968,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14759","XI","IDA only",NA,1971,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14760","XI","IDA only",NA,1970,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14761","XI","IDA only",NA,1969,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14762","XI","IDA only",NA,1960,"IDX","Aggregates","","","","Aggregates","Aggregates"
"14763","XJ","Latin America & Caribbean (excluding high income)",65.8396483297814,2018,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14764","XJ","Latin America & Caribbean (excluding high income)",0,1990,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14765","XJ","Latin America & Caribbean (excluding high income)",NA,1989,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14766","XJ","Latin America & Caribbean (excluding high income)",53.7903986073382,2015,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14767","XJ","Latin America & Caribbean (excluding high income)",NA,1988,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14768","XJ","Latin America & Caribbean (excluding high income)",61.7061769457183,2017,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14769","XJ","Latin America & Caribbean (excluding high income)",56.3874741374659,2016,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14770","XJ","Latin America & Caribbean (excluding high income)",NA,1985,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14771","XJ","Latin America & Caribbean (excluding high income)",NA,1984,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14772","XJ","Latin America & Caribbean (excluding high income)",NA,1987,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14773","XJ","Latin America & Caribbean (excluding high income)",NA,1986,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14774","XJ","Latin America & Caribbean (excluding high income)",NA,2020,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14775","XJ","Latin America & Caribbean (excluding high income)",NA,2019,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14776","XJ","Latin America & Caribbean (excluding high income)",20.2159986601238,2006,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14777","XJ","Latin America & Caribbean (excluding high income)",16.0690648817222,2005,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14778","XJ","Latin America & Caribbean (excluding high income)",13.8614421195736,2004,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14779","XJ","Latin America & Caribbean (excluding high income)",10.6795916839166,2003,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14780","XJ","Latin America & Caribbean (excluding high income)",8.30761726696173,2002,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14781","XJ","Latin America & Caribbean (excluding high income)",5.05521295760111,2001,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14782","XJ","Latin America & Caribbean (excluding high income)",3.36120750771032,2000,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14783","XJ","Latin America & Caribbean (excluding high income)",1.88448519424884,1999,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14784","XJ","Latin America & Caribbean (excluding high income)",1.14799880614327,1998,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14785","XJ","Latin America & Caribbean (excluding high income)",0.565721412635201,1997,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14786","XJ","Latin America & Caribbean (excluding high income)",0.284722099642037,1996,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14787","XJ","Latin America & Caribbean (excluding high income)",0.0948324971272507,1995,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14788","XJ","Latin America & Caribbean (excluding high income)",0.0405090314409246,1994,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14789","XJ","Latin America & Caribbean (excluding high income)",0.0200659169460933,1993,"LAC","Aggregates","","","","Aggregates","Aggregates"
"14790","XJ","Latin America & Caribbean (excluding high income)",0.00903617352919494,1992,"LAC","Aggregates","","","","Aggregates","Aggregates"
